[-38592.65635189],[-75241.11914435],[-65571.81211369]
[-77563.89705039],[-36609.86335284],[-87153.56450403]
[ 71601.82004775],[ 13304.91745833],[ 1240.37606326]
[-96458.72754888],[ 92573.32884359],[ 99671.95009048]
[ 74753.27214521],[-650.6846844],[ 44686.19676051]
[ 87567.33486536],[ 80934.29500177],[ 2136.61281341]
[-78918.59931179],[ 59439.906328],[-82759.9241769]
[-70046.74284373],[ 48659.34636956],[-983.85436661]
[ 65781.94364495],[-21305.08904743],[ 98498.19125823]
[-37849.54921748],[-56369.20462445],[ 25600.66686112]
[-48844.52642153],[-26828.80176256],[ 90644.26852951]
[-53051.64337937],[ 70115.02024703],[ 50861.3007055]
[-5410.58130672],[-91361.39601705],[-66434.07065401]
[ 60602.06025188],[ 27001.85455281],[-9891.48636488]
[ 79056.27225026],[-24153.50519074],[ 8865.21146908]
[-3327.89768988],[ 52405.03037847],[-60525.33629368]
[-1524.75789895],[ 41702.34302727],[ 43242.60939828]
[-16800.6422844],[ 53232.43412709],[ 34897.19463258]
[-31407.61192373],[-60467.50350905],[-40140.07948486]
[-58402.89876837],[ 66332.62559323],[-64229.74344335]
[-4314.03026795],[-31381.12225348],[ 41879.27848844]
[-39095.29829491],[ 63413.51348902],[-81673.40024967]
[-16957.01511057],[-17873.99715616],[ 2065.02452341]
[-17337.73207446],[-62652.63871246],[-77388.91746941]
[-10286.53067742],[ 44253.62486778],[ 67698.23123146]
[-1554.1344423],[ 45038.83665523],[ 49069.47528148]
[-67295.95200676],[ 67001.65300479],[-63708.97454222]
[ 56679.07605441],[-28901.66770451],[-1320.84382014]
[-92529.05340676],[-65154.96576782],[ 99393.17835336]
[-13285.75574916],[-94139.10464145],[ 58301.20647726]
[ 98443.57766323],[-17631.16960013],[ 66861.71612508]
[ 39110.71088711],[-90488.45783813],[-51826.26674228]
[ 46553.57220751],[ 21408.524085],[-35106.50395415]
[-93504.31109291],[ 79339.09699804],[-89067.23388326]
[-98906.51277948],[-32877.63435795],[ 11631.71870053]
[-77770.0188675],[-72298.47821693],[-92597.31535977]
[-64136.56225469],[-55080.63097617],[ 75700.2095497]
[-29839.95625936],[-82484.4222259],[-41159.33620917]
[-41910.9688594],[-22889.54702744],[ 40792.83212596]
[-82793.33516727],[ 37832.24452796],[-10554.99420356]
[ 74668.34591809],[ 37684.43930842],[ 57295.35899261]
[-27173.06762792],[ 41724.50733497],[ 12078.99443299]
[ 18392.37392956],[ 76901.58970368],[-51274.46123673]
[-45882.75722571],[-18371.80007975],[ 51290.3210149]
[-73883.86953815],[ 72735.17910774],[ 1159.06544026]
[ 89112.97550981],[ 78222.67809742],[ 62871.00300018]
[-25242.62762703],[-45524.6020836],[ 25714.7649573]
[-70567.52090024],[ 99114.30975637],[ 92873.37379715]
[-83069.22267154],[-7348.75963056],[ 26604.25216172]
[-32221.49348698],[-20686.69777679],[-94892.91377245]
[-47656.79456628],[ 64075.7394183],[ 77134.16791]
[ 85437.3745434],[-96414.11225336],[-27317.62824228]
[-29893.50732044],[ 95854.92055334],[ 48006.66027062]
[-79644.73438168],[ 7263.62303695],[-85626.86127343]
[-69778.72673791],[ 36714.81140383],[ 52169.7012715]
[ 84729.60687749],[-83659.16475201],[ 23913.91112601]
[-64235.80286464],[-32243.31221476],[ 33855.60811212]
[ 91990.09485194],[ 29102.90421796],[ 14412.85412016]
[-92634.1637718],[ 57264.5632959],[ 5490.08029446]
[ 22768.96716838],[ 74029.13875029],[ 75724.64527103]
[-44392.93490969],[-6622.78077662],[ 65247.16265279]
[-87557.57611717],[-36801.69415334],[ 64710.94434179]
[-78498.8965106],[-36348.33101669],[ 60183.32390591]
[ 51651.06825434],[ 55554.31534492],[-8182.29517052]
[-12054.84262903],[-6654.17134886],[-96940.59111747]
[ 78142.90170298],[ 1702.44227655],[-30639.67046744]
[-8559.17456074],[ 44020.14045639],[-94711.38765741]
[ 13997.53230892],[ 53419.44494766],[-68335.31775173]
[-91638.44078732],[ 7793.64170011],[-10960.2480999]
[ 60723.10976086],[ 81505.01789789],[ 27844.97291533]
[ 3.3104503],[-50968.58962169],[-47697.83594899]
[-77661.83641337],[-93629.0773101],[ 30192.34480456]
[ 89866.23082298],[-38925.39342109],[ 93117.61215327]
[-70851.48244052],[-61973.94089475],[-29988.35217855]
[ 27953.25592447],[ 44463.07317933],[-44354.80604698]
[ 3520.91337111],[-71910.17629695],[ 43353.74078546]
[ 95437.28106419],[-54662.92438303],[-83009.57327571]
[-74162.71591062],[-64227.80510976],[-13523.75544882]
[ 4631.15122721],[ 49657.70913853],[ 78106.01809691]
[ 58398.10992596],[-67298.35120905],[-48005.28376227]
[-94682.42140542],[-39861.17139523],[-3391.11654658]
[ 11906.58244811],[-20353.89335232],[ 78774.0735682]
[-98754.82366971],[ 32435.92026918],[-74113.6820108]
[ 10349.64733664],[ 85106.82430889],[ 7222.68501163]
[-26631.40429415],[ 99698.83168776],[-34173.8105738]
[-6878.28483513],[ 79838.08801948],[ 40401.84273183]
[ 28875.11605976],[ 76585.73591972],[-22965.26538953]
[-49150.66954726],[-59715.49276649],[ 54966.31171776]
[ 6026.89859893],[ 61125.40969786],[-74994.70195797]
[ 63436.54249157],[-98510.71979182],[-31010.31138672]
[ 35166.63526793],[-95792.48751048],[ 17851.29175185]
[ 82695.28433629],[-78709.82811535],[-56318.67878586]
[ 25932.72065969],[ 85935.95250029],[ 40148.81208829]
[-89213.0489595],[ 28774.16441682],[ 3467.03976524]
[ 44845.58341673],[ 70524.1562122],[-87478.07610299]
[ 81259.23973605],[-13875.88020129],[-51114.3178361]
[ 80810.59340228],[ 43684.02606398],[-56383.86252735]
[ 7893.1184267],[ 94239.52595231],[-34519.21836262]
[ 75303.09319339],[-83201.11431627],[-80051.89960772]
[-10862.00744516],[ 31666.43344738],[ 29660.47810339]
[ 69154.86198353],[-85516.95755981],[-7142.00246221]
[-46533.78622287],[-92862.7309808],[-16651.18752431]
[-16864.54318113],[-99322.90271272],[-51682.54273434]
[ 77016.3010755],[-2729.25664498],[-62881.77056072]
[-41465.61401761],[ 6007.79829584],[-46460.23457958]
[-55083.55829401],[-37894.2487647],[-59611.8889036]
[ 37331.19876807],[ 56539.96742868],[-32193.63685226]
[-77343.83531196],[-78297.61027244],[-23760.54524846]
[-53683.55359404],[ 59964.52862841],[ 50155.69728529]
[-37643.20066737],[-36169.92382707],[-80180.83186818]
[-94194.10583126],[-49533.9718293],[ 9188.34249994]
[-54928.01315888],[-55982.80962558],[-32938.72688862]
[-53085.99875142],[-17299.35566799],[-77776.15633467]
[-23486.01598857],[-54313.1004687],[-81084.85301269]
[ 61568.46205914],[ 71265.15102932],[ 58595.38341102]
[-43637.1888149],[ 23333.88064761],[ 59511.91594761]
[-26397.38149608],[-40458.31088673],[ 82136.99623811]
[-16791.01108785],[ 95.53759039],[ 79627.73871839]
[-47974.99322415],[-18725.06141895],[ 38468.29656438]
[ 57895.36575902],[ 57300.68633423],[-88092.19135932]
[-95543.96435779],[ 96907.17389244],[ 60138.06581183]
[ 63250.78803138],[ 2516.21556411],[-65316.92596299]
[-42493.06213371],[ 6835.09591604],[ 890.36669074]
[-33786.13646539],[-5697.02034489],[ 56024.16868669]
[-50683.63888036],[-78295.33451389],[ 93943.81740016]
[-85263.31239331],[ 88944.43785142],[-25540.86460787]
[ 7995.41116868],[-74393.93313299],[ 22626.69648314]
[-1550.68754261],[ 75355.70930072],[ 90151.94515141]
[-31764.43524997],[ 5449.46940484],[-16820.55629981]
[ 46387.11493456],[ 36640.04334318],[-8803.70535961]
[-81154.28323182],[ 44131.47318645],[ 70589.59133351]
[ 50879.69180611],[-91517.21834082],[ 27495.452061]
[ 69593.61832825],[ 33156.23452495],[-93330.8291978]
[-29195.0826686],[ 58421.82805901],[ 67975.53362416]
[ 31325.75231562],[-64839.81467092],[-95826.17299266]
[-40538.96064059],[ 68436.48902911],[ 62474.33763389]
[ 89832.62828054],[-84019.77955947],[-49629.58093553]
[-66049.91806457],[-6912.368219],[-6098.39349187]
[ 58995.8018801],[ 47716.39710832],[-5251.84248882]
[ 45314.39297433],[ 7365.30473302],[-62164.65080871]
[ 19758.01429191],[ 8255.34948654],[-10234.64809612]
[-23594.02862725],[-717.25496887],[-90116.58816314]
[-54005.85994122],[-95550.52528386],[-33439.39767515]
[ 51464.95533705],[ 57402.98814961],[-11671.34424149]
[-8606.93193574],[ 1779.39866908],[-82454.76344904]
[ 80520.62286563],[ 8074.70440533],[-12104.61718826]
[ 68224.23946111],[ 78422.84871491],[ 74596.41459434]
[-16692.37335443],[-11173.50643489],[-62342.78024689]
[-38684.77097188],[ 32905.54827026],[ 84506.2907162]
[ 99059.23485681],[ 34013.53642547],[-28810.53642502]
[ 96532.40014817],[-74377.70244371],[ 69688.02972706]
[ 2261.22920211],[-14519.96897304],[ 18996.17552717]
[ 75515.44497144],[-12638.49984294],[ 13611.83795889]
[ 10498.50179811],[ 28713.64542807],[-60235.07392945]
[ 37320.58304982],[-47099.89184778],[-31687.6682591]
[ 3359.97571056],[ 16388.62328707],[ 52041.63949775]
[ 43353.10189295],[-39044.31606602],[ 98560.83245152]
[-24917.12280602],[ 3459.98531918],[-34351.82779715]
[ 55031.55316607],[ 3474.2118795],[-65735.95224781]
[-31520.63183797],[-21034.56362341],[ 70886.46561541]
[-1028.28525074],[ 56699.83811952],[-8842.30428785]
[ 81946.16844407],[-15275.11334174],[ 9080.10789119]
[-31941.71208357],[-89566.25475894],[-77435.9325236]
[ 91058.22547064],[-39107.48859104],[-96786.33276955]
[-40554.83616707],[-45748.80739143],[-86983.16280843]
[-32803.50642854],[-55705.89189131],[ 40128.77591779]
[-20026.80287458],[ 53154.53916809],[-77655.54897246]
[ 30163.73743171],[-63269.33476692],[ 86433.89073442]
[-13310.37782898],[-7289.68009096],[-45913.78583302]
[-47227.92479851],[ 7624.47807392],[ 87786.13353699]
[-60153.77859677],[ 9398.48635083],[-52980.61781062]
[ 38126.98342466],[ 30806.19456414],[-9560.75875692]
[ 35746.98319675],[ 57654.91179633],[ 92740.01448715]
[-98046.17566639],[-59615.65240652],[-33774.81868371]
[-49967.14544108],[-36945.75069441],[ 87534.44240434]
[-26834.94602204],[ 79539.21896287],[-85184.30682714]
[-96322.50408973],[ 16097.16875766],[-39246.91602599]
[-65796.87202624],[ 97751.08802681],[-70971.53197768]
[ 40395.0549132],[-30128.9498397],[-6559.15980543]
[ 58685.31658373],[-23846.55790075],[ 70792.20055578]
[ 54227.91781601],[ 35196.21076162],[ 5196.58519442]
[ 5843.05367545],[-52450.08909563],[-42250.70390048]
[-43568.95889932],[-41840.2148426],[-1301.78255731]
[-31913.4908849],[ 1294.08824695],[ 66991.65540932]
[-77929.68644501],[ 44583.73315601],[-6964.57065091]
[-30633.89285799],[-43860.87107186],[-39722.64490379]
[ 71757.16613426],[ 74712.84936673],[-42666.6741142]
[-13488.91128293],[ 25452.59613963],[ 40651.73548712]
[-42100.36950899],[ 81418.42341699],[-69636.61535182]
[-73298.43208186],[ 83629.90589778],[-25911.51414315]
[ 624.41798455],[ 95569.18178629],[-64928.06625584]
[ 59377.7344585],[ 78049.64197634],[ 42590.46511516]
[-24285.16347147],[ 13745.39928035],[-93777.52653903]
[-84521.90797742],[-69356.00513332],[-89540.87879067]
[ 58309.56694105],[-93772.79787514],[-51594.46819895]
[ 5548.78451938],[ 97250.87766391],[ 66619.49437988]
[-686.08040414],[ 66693.18647075],[-24914.60912213]
[-73695.24472945],[-94818.24019954],[-63764.96936212]
[-78962.91111276],[-26329.54643419],[-89870.77783833]
[-24888.44454823],[-38364.34016275],[-60182.16642044]
[-29573.63559533],[-19503.00097639],[ 55491.7357738]
[ 49888.05082802],[-57871.57051698],[-45682.01541959]
[-66550.72434215],[-23907.69076019],[ 56563.50585995]
[-45348.63492453],[-40034.76983811],[-6330.34989082]
[-39080.40536175],[-71675.36862611],[-65673.92356457]
[ 70612.1124448],[-78697.22052301],[-96912.37601602]
[-9628.59463562],[ 10894.34191806],[ 60793.85083551]
[-46363.53267144],[ 48834.78001901],[ 8540.73365233]
[-400.28097267],[-80029.03660546],[ 9116.62453594]
[-66471.606434],[ 87312.14737083],[-92844.99882335]
[-11312.50229895],[-4121.81684416],[-95010.58302513]
[-70805.41164182],[-21473.69820025],[ 79823.05699068]
[-47206.3841657],[-60043.5023428],[-10761.99404675]
[ 61386.67501432],[ 90863.48146554],[-25286.80556647]
[-40924.09858341],[ 92091.35324537],[ 44947.9798561]
[ 14611.6029277],[-35975.03222252],[-27134.44756556]
[-63306.27807296],[-3010.30323025],[-53603.71443439]
[-36280.76788172],[-18956.85810492],[ 82045.88730941]
[-99048.48925001],[-43363.11350614],[-92824.27244621]
[ 87266.40023965],[-77017.95817584],[-72196.85294796]
[ 1147.99403507],[-30999.15884676],[-3462.37061252]
[-98472.2345541],[ 22168.22506457],[ 6379.51903817]
[ 26030.17252768],[ 5195.72334654],[ 84914.92103208]
[ 97477.94506927],[-34195.91269162],[-45506.05143162]
[ 3881.5406017],[ 80625.64626794],[-43012.46089882]
[-3910.08389603],[ 78621.05462699],[ 30608.77470026]
[-90120.14038596],[ 31616.50124711],[ 90393.17210441]
[ 61930.96747663],[ 52198.43986447],[-97308.4142678]
[-26220.79957728],[ 28034.4831488],[-52792.24523938]
[-8253.86615607],[-6806.65621037],[ 15485.91240738]
[ 80002.33922101],[ 36584.01009095],[-21167.90374048]
[-56126.48044705],[ 20213.29690745],[ 45145.79521077]
[-36557.5266869],[-27313.18500647],[ 80603.09635177]
[-54684.63422006],[-43261.93100274],[-28489.11857189]
[-34850.5466168],[ 64022.24103875],[ 32841.39250885]
[ 17288.16364489],[-2607.40323802],[-77491.73321547]
[ 38876.26130928],[ 76837.25292829],[-75425.6915403]
[ 11506.94350656],[-43187.55806807],[-30180.52851505]
[ 33439.26493063],[ 19352.0155351],[ 47475.40962494]
[ 77958.17780884],[ 94583.38873845],[ 31614.20347498]
[ 59463.48397936],[ 33105.89631217],[-20571.73989959]
[-88783.83571741],[-6257.02175225],[ 49552.09799605]
[-614.75643773],[ 61919.90381586],[ 7397.59664241]
[-39485.04066203],[ 20535.94756581],[-95480.07174154]
[ 62687.6469777],[-25749.06450259],[ 27270.66324063]
[ 76262.32241114],[ 20092.04303197],[ 3374.59480301]
[-18387.79566817],[ 1623.03451443],[-40353.24327336]
[-79150.86531877],[-58670.11657761],[-2637.17814103]
[ 91794.05989484],[ 40093.75841055],[-27634.81143987]
[-72798.25948384],[-26596.25459762],[ 82340.65442621]
[ 62619.69703398],[-90933.2194675],[-97094.49179245]
[-35819.59347134],[-16223.08668051],[-21489.84054239]
[-34082.10277757],[-99727.97867684],[ 25110.5691901]
[ 41100.24465965],[-8694.05262829],[ 80859.4851084]
[ 51166.87930705],[-86284.18550742],[ 4252.52528331]
[-59227.82515088],[ 1944.68816928],[ 58729.18320795]
[-11825.59298829],[ 8397.84277512],[-56520.33724486]
[ 62594.21120146],[-42892.28527158],[-60743.6359873]
[-75996.1841608],[-71609.57910546],[-40686.59173906]
[ 29589.74135464],[ 32375.62280309],[ 7846.88910786]
[ 88120.89239226],[-853.87094504],[-48208.80345491]
[ 16762.80751806],[ 7074.85555856],[-98772.70982309]
[ 32789.87106811],[ 42682.90475167],[ 71349.02199713]
[-44277.43128673],[ 15635.96856763],[ 92232.68700775]
[ 57316.14704855],[ 53199.1346532],[-13318.36547702]
[ 58188.89019592],[ 24763.14443019],[-56621.07258254]
[-209.53579742],[-26576.96442005],[ 70421.27541084]
[ 46925.33544927],[ 17600.57472829],[-25424.90791307]
[-43321.12695602],[-60493.66978716],[ 22525.6888149]
[-57541.24120299],[ 44163.01981402],[-56677.11713366]
[ 74090.88868497],[-85437.73217961],[ 76823.7831248]
[-12210.25827481],[-84808.77048808],[-46199.61167549]
[-75200.49104057],[-53924.17395554],[ 18886.82731925]
[-19743.78193304],[ 34034.33796614],[-79098.08039482]
[ 1662.50203528],[-26538.33587505],[-72700.92642015]
[-48280.86953583],[-32104.76422809],[ 98147.16066819]
[ 39903.18295593],[ 33803.87876957],[-23080.96313608]
[-33925.88483799],[-55585.10242001],[ 75311.81239993]
[-3648.29387689],[-60143.86665496],[ 94665.44537623]
[-45006.1091906],[-24526.55417107],[-16187.88440317]
[ 53069.39251418],[-94096.82131027],[-84098.45424876]
[-2923.97616255],[-34645.69087294],[-57784.18301818]
[-38205.97438809],[ 90617.88552337],[-83983.16348988]
[ 45911.70519743],[-15545.06786629],[-35034.3445091]
[-16998.82386954],[ 40533.64999323],[-96959.08112358]
[-23784.27644239],[ 3881.88444858],[ 46193.12727486]
[-54191.69359278],[ 39297.41602687],[-39380.51318475]
[ 85969.89518023],[ 98091.96416533],[-39422.13824815]
[-20153.09709238],[-45505.13359267],[ 85010.04545799]
[ 12388.43172891],[ 82349.58040521],[ 39971.7396229]
[-85593.45476052],[-41987.89796863],[-43029.57498913]
[-33734.11049162],[ 7654.35122568],[-80875.41796774]
[ 40094.07356596],[-92098.78799899],[ 33457.27470292]
[-19913.14647142],[-66749.0215589],[-19406.43887708]
[ 7452.00075991],[-16428.80674852],[ 11167.87329882]
[ 14765.28232691],[-73166.07272303],[ 16110.61508445]
[-41127.59358849],[-52641.55689352],[ 15092.152991]
[-78501.49193577],[-13109.98097721],[ 23921.7696168]
[-65824.77568153],[ 38857.58057069],[-18888.76627162]
[-75602.24522371],[-76439.33111789],[ 25746.58107454]
[-15641.70411385],[-79869.2451666],[-63530.63620192]
[ 99897.10199346],[-29124.98714082],[-24181.15550668]
[ 62567.29599966],[ 10081.04161358],[ 2926.92493107]
[-44198.36843454],[-24588.38519612],[-10436.53643241]
[ 18918.66944773],[ 78075.19916808],[-93676.72990188]
[-88105.97473735],[ 11107.10723938],[-67423.18287906]
[-79611.39404231],[ 22328.2931499],[ 74389.85589242]
[-14890.75661267],[ 2736.0927774],[ 95538.802592]
[ 70022.09235166],[-18029.66279798],[-29770.29724721]
[ 84675.78116073],[ 97873.242417],[-93500.94071297]
[-93949.44940341],[ 49204.36667159],[-55646.48519849]
[-75847.57749254],[ 16356.85704645],[-20842.83955591]
[ 62062.13686327],[ 14667.6468538],[ 56796.58966395]
[ 31489.83149354],[ 15386.72274001],[-34923.7719629]
[-68653.87941392],[-32734.22468995],[ 19263.46942934]
[-85731.85707422],[-17320.87082918],[-41155.74114275]
[ 59488.23393926],[ 11445.2393351],[ 49645.23395859]
[-97424.54452262],[-69776.51716996],[-53009.19372815]
[-63095.39382468],[ 46955.56117302],[-75408.18193488]
[ 72252.0568049],[-89197.48342436],[ 18822.06430548]
[-45340.07299824],[-17878.74578691],[-89014.77357421]
[ 58626.96716886],[-29229.18803046],[ 51938.91980738]
[ 18079.32838234],[ 63943.10294786],[-70170.81718898]
[ 25648.5167091],[-12054.72124944],[-1871.96915804]
[-59976.87037266],[ 21497.85525669],[-25478.11821917]
[ 99637.88191961],[ 69249.8827363],[-90719.4010458]
[ 67159.64708675],[-63685.4108084],[-37319.38367572]
[-32663.05286217],[-50144.40657419],[ 93131.50676926]
[-68138.30213536],[-92140.73887071],[-42127.78727849]
[ 21352.24981677],[ 35695.79604774],[-54746.89078833]
[-24024.23952449],[ 98923.4775988],[ 54173.25883207]
[ 98754.37278857],[ 22951.43482199],[-90154.39705184]
[ 26702.58028487],[ 23295.30989783],[-48051.46914383]
[ 80635.73027967],[-40629.48270588],[-36802.57391442]
[ 99704.53644139],[ 41787.53912115],[-59882.69636972]
[-127.4808034],[ 75179.05974937],[-67340.96412076]
[ 47270.92200445],[ 29340.15840489],[-22439.5217029]
[-58470.02460895],[-46646.78657641],[-85794.21384063]
[ 94636.81392364],[ 19381.68203857],[ 30430.72968464]
[ 60792.73112132],[-19942.57128101],[ 8554.41237455]
[ 73228.89542878],[ 6410.04479451],[ 50184.0871663]
[ 44237.75912372],[-57865.24393259],[ 78413.98115213]
[ 59058.02998216],[-14144.28035342],[ 36639.33399856]
[-3982.36407784],[-42436.9600072],[-1572.69061174]
[-348.0750924],[-98852.76320393],[-92186.10036247]
[ 57764.64145986],[ 37837.31453746],[-68465.98860493]
[-85055.28878433],[ 22102.67253707],[-9998.33311942]
[ 3166.58539478],[-31398.91527584],[ 30013.36788257]
[-51054.92044055],[ 57506.53695605],[ 49246.08599353]
[ 82189.52738992],[-80299.68286438],[-88964.38445391]
[-6210.77925253],[ 39152.36912946],[ 85665.82438014]
[ 74441.32547761],[ 87818.40730504],[ 66683.73528482]
[ 87928.35477709],[ 67252.3970636],[-19627.32856388]
[ 74708.91012861],[ 44179.69111823],[-28156.33755078]
[ 50329.42287566],[-9393.78099374],[-34747.72742077]
[-45479.83722086],[ 17549.47691342],[ 33132.2049965]
[-48570.83490659],[ 79138.90727423],[-64856.38386283]
[ 51910.97680867],[ 27917.82191265],[ 48567.61444603]
[-16278.00505544],[-52932.28937676],[-83770.8619455]
[ 31721.73023924],[-44723.75801486],[-94001.19811055]
[-39074.2881472],[ 24167.81350685],[-61755.12787546]
[-34148.54617511],[-69757.55111514],[ 48215.3180911]
[-37443.41808253],[ 3370.08784853],[-48043.00666045]
[ 37856.58892606],[-21957.76740165],[-29224.87342672]
[ 22016.50856205],[-6706.01428],[ 48383.58333315]
[-28627.61279133],[-33637.74313009],[-79539.21941744]
[-92925.37086089],[ 83281.28152041],[-38141.37277332]
[ 90436.16060985],[ 47856.86180194],[ 73355.90045639]
[-27825.12248688],[-52182.15809661],[ 76137.6878102]
[-82356.2570105],[ 87345.20040884],[ 71972.95110984]
