[ 64752.83540698],[ 82848.72287671],[ 83090.59372433]
[ 79018.73455592],[-6579.68467898],[-92653.04002627]
[ 70110.55141087],[ 7415.26702855],[-25184.8075905]
[ 31098.6833146],[ 24626.68470539],[ 91478.30964844]
[-15614.86204744],[-47639.8594589],[-81768.14892247]
[-78080.37933677],[ 55510.24089264],[-35569.0105228]
[-91089.41095561],[-15025.18286985],[ 89059.9057693]
[ 78586.93225651],[-78948.35559899],[-22772.28410523]
[-45083.24899916],[ 93528.67208154],[ 24771.41441847]
[ 93511.93345236],[-61021.97560965],[ 77499.45899875]
[-61653.89761585],[-17137.39811981],[ 98260.53710759]
[ 24377.49830718],[-26099.2918357],[-30186.164585]
[ 49358.17804528],[ 17211.00907966],[ 292.95139271]
[ 93254.99285975],[-48848.943401],[-89527.24398715]
[ 97429.42644919],[-44272.8013764],[-48473.01500108]
[ 26569.07448261],[-500.29760532],[ 45175.65453877]
[-13325.33876357],[ 45090.70469255],[ 80740.44582109]
[ 58558.68637669],[ 61944.70845174],[ 29743.67782511]
[ 1943.40357258],[-16343.45052728],[ 92236.65554429]
[-74244.015052],[ 92537.26415262],[-94943.90006006]
[ 5732.19613674],[-65862.55487549],[ 83150.17382425]
[-52492.03387141],[ 99745.65239887],[-63431.53957262]
[-47725.4248218],[-86400.00954118],[-53401.76140149]
[-35969.58327127],[-10039.45780479],[ 12265.15254235]
[-41533.80480562],[-87805.54785418],[-86266.53657581]
[ 85164.32897851],[-53789.50264762],[-27427.09076209]
[-83008.41095813],[-73809.71989052],[-23845.63671648]
[ 24275.94381806],[-8756.26453264],[-63064.32658491]
[-22640.54431936],[-65253.50299904],[-11842.33430335]
[ 71753.89683175],[-61056.63556551],[ 874.32522678]
[ 73591.12051622],[ 75959.86769991],[-13811.72280692]
[ 17985.30312853],[ 4049.60505849],[ 90391.26416255]
[-13860.44873712],[-48824.58524615],[ 77320.64165443]
[ 43697.9573178],[-46748.176564],[ 75827.83338084]
[-26036.26152909],[-74082.33744453],[-93275.86334031]
[ 96461.41884096],[ 60154.14104428],[ 20180.80604471]
[-66353.23990241],[-79373.83387536],[ 27226.96696246]
[ 76768.35720438],[-29655.27012037],[ 79228.01701285]
[ 11924.82968825],[ 93984.9145824],[ 51473.75442424]
[ 33195.59415712],[-96442.04665793],[ 89870.62748436]
[-25715.69001392],[ 13872.28744053],[ 30203.02981456]
[ 99501.94018145],[ 93244.49707252],[-69955.49584221]
[ 39402.13076759],[ 98206.47259852],[ 3829.78412565]
[ 84805.21368965],[-17143.42743411],[ 3932.49293734]
[-62555.31886685],[ 71617.45130265],[ 65775.13034759]
[-73294.17268066],[-50734.20935222],[ 101.44033673]
[-85774.94806086],[ 14047.43916978],[ 45342.50995441]
[ 91280.7466074],[-59692.24334701],[-58807.08632002]
[-92936.60570431],[ 87063.77633031],[ 78887.91308494]
[-65776.35897219],[ 24981.34015878],[ 71734.51803509]
[ 45219.41601975],[ 50516.35474087],[-98851.74371418]
[-86029.48450607],[-95949.97220444],[ 17708.10294044]
[ 1269.99968984],[ 7535.69875141],[-48461.67712569]
[ 47865.71550522],[ 80030.39355474],[-28635.71577465]
[-25614.95850797],[ 25058.46630571],[-91081.94083509]
[-86407.92830737],[ 8590.75097955],[ 53223.73544409]
[ 64720.35207458],[ 11981.76750638],[ 80074.26089524]
[ 40295.88893299],[ 31108.50235814],[ 94909.51278032]
[-89154.81874734],[-99998.12619241],[ 98894.26673679]
[-94011.17613516],[-78058.54986195],[ 65738.74768241]
[-9885.02920797],[-60713.46020759],[-58302.7272258]
[ 92087.08070369],[ 11643.12043188],[ 70613.20022176]
[-22495.92944724],[ 11735.92669158],[ 26083.03927954]
[ 21770.21185661],[-23520.27573992],[-5975.09978621]
[ 94184.30366051],[ 27514.62451794],[-81443.54035263]
[-69143.89568473],[-32186.02212863],[ 88942.9552197]
[-38547.54646837],[-14296.14530368],[ 30986.57764905]
[-69381.06696315],[-51509.64510349],[-1435.00178176]
[-56085.03181219],[-86292.17429858],[-10173.01497297]
[-94741.739893],[ 97826.36256523],[ 6136.44248999]
[-33989.00717591],[-72335.8319785],[-2773.9946356]
[ 2883.25374239],[ 4439.03805636],[ 29026.05720232]
[-50576.18579514],[-89067.74663157],[ 62446.6801405]
[ 14097.401854],[-19418.38363747],[ 45435.35704909]
[-48320.25153037],[-40136.50965006],[ 91574.8669989]
[ 64218.79817192],[-36901.30197771],[-52382.69881908]
[ 35460.32984207],[-60027.15209238],[ 5163.74411516]
[ 78524.34259388],[-66328.42862829],[-53942.15825058]
[-21111.93445529],[-97280.82882098],[ 49540.22905038]
[-7269.30186086],[ 51832.06570089],[-46364.18909421]
[ 59836.34933805],[ 50725.47000291],[ 49998.27850403]
[ 76680.27208436],[ 18304.92632488],[ 45553.96750132]
[ 9250.62208876],[-64128.04846297],[-49086.79122833]
[ 39849.44175687],[-29843.44122503],[ 84046.58945506]
[-97787.4870288],[-9460.10491392],[ 13498.488276]
[-30395.02388269],[-84541.46011225],[-69361.95927761]
[ 32787.10607799],[-52286.90103495],[ 86705.9059738]
[-72706.84336202],[ 91517.95891619],[-98678.8753737]
[ 99341.29732954],[ 59088.32852136],[-71465.83625921]
[ 26444.66492751],[-38619.17509113],[ 71812.2003905]
[ 29520.45258048],[-55286.91561799],[ 10998.10069045]
[-21805.40699397],[-15522.90154839],[ 30846.19998506]
[ 81622.29597979],[-42332.42816937],[-51547.00216066]
[-30489.04037994],[-12026.12354404],[ 1586.95828886]
[ 1412.0145315],[ 24196.41494468],[ 31498.52284429]
[-24407.96025827],[-30482.26609826],[-57077.67984044]
[ 6885.16844224],[-31474.83767918],[ 33406.76095691]
[ 55720.75634979],[-10437.24716197],[-82578.71844579]
[-75177.46757523],[-74479.35472306],[ 30087.53741946]
[-95774.40498956],[-88836.28390227],[-55123.74661594]
[ 29529.00066254],[ 98623.85018361],[-12596.72532461]
[ 40456.66805731],[-27142.73261744],[-16608.50221935]
[-80149.85757702],[ 87985.90713516],[-51392.86654184]
[ 91338.25708779],[-67097.2035658],[-80908.22217513]
[-1635.77064598],[-41517.95479534],[ 49588.38027687]
[ 76628.80266584],[-10262.67959091],[ 49310.37362556]
[-93075.50322913],[-81586.6798446],[-60163.38044731]
[-632.9858113],[-67832.08688711],[ 67806.23137932]
[ 63032.809524],[ 76351.8452843],[ 4961.63642216]
[ 16888.79476979],[-99241.91309564],[-59918.24384752]
[-93891.39413145],[ 38781.31651356],[-47232.13212635]
[-20801.73355787],[-96233.2423286],[ 6406.15603211]
[ 4452.97986531],[-47848.02741595],[-8641.33019647]
[-41552.44807197],[-13778.45132976],[-56761.82425699]
[ 24163.64854351],[-18624.99854201],[-82475.23662829]
[-40854.2815885],[ 20309.03345978],[-35292.31991711]
[-52133.86818192],[-50860.78239081],[-3498.63506723]
[-58592.37752449],[ 44227.80327158],[ 34732.91097244]
[ 25950.9196369],[ 44194.79896996],[ 16700.20541642]
[ 86106.29748103],[-71834.98025264],[ 62977.07609796]
[ 94751.8855209],[-547.97440265],[-50296.73524984]
[-72733.90068438],[-53348.13442407],[ 60586.15445899]
[-10272.20595376],[-79813.6196943],[ 48510.85951646]
[ 71888.15938305],[-53526.96083936],[-99115.88289762]
[-48185.84194387],[-97415.24919332],[-67021.75742022]
[-91280.55145149],[ 15754.06376566],[-34340.43398682]
[ 95351.48422921],[ 91989.57418685],[-44654.87145636]
[ 11600.72768223],[-90077.3954648],[-34662.99533163]
[ 67523.06431013],[ 66689.68994085],[-93307.70843444]
[ 32719.54814357],[ 32218.52558265],[-1464.81174391]
[ 5249.79480502],[ 24686.85043941],[ 59107.07825182]
[ 3004.5065588],[ 49920.78143803],[ 26087.93899123]
[ 10703.23076928],[-93119.55484341],[ 47141.24354221]
[-84845.9638421],[-4952.0666428],[-12801.01430292]
[-18212.48749079],[ 90312.91662982],[-8286.0614111]
[ 18470.30603635],[ 83453.08165675],[-28962.18456862]
[-87383.58472929],[ 92485.67742543],[ 55995.05581468]
[ 80028.02880651],[ 15280.17747852],[-74398.27413188]
[ 71769.86421487],[-52456.19909723],[ 67899.00392763]
[-86781.07934986],[-86820.10513369],[-96008.71875306]
[ 57646.98019568],[-78618.36864203],[-15621.3613369]
[ 59091.99798926],[ 90524.66402643],[ 72751.61231706]
[ 91227.37801327],[ 49772.16045325],[-13457.43285995]
[-53547.24390431],[ 25345.44474605],[ 95163.20204247]
[ 92727.20847863],[ 89461.64117135],[ 95687.58218473]
[ 97141.35104918],[-1917.3167612],[ 88141.69334125]
[ 33224.05488941],[-97071.7808685],[-17176.2248972]
[-35203.61649532],[ 79628.80356743],[-90985.50350597]
[ 70635.26119262],[ 12631.96212077],[ 56957.09937312]
[ 1516.71185398],[-79327.10250659],[ 372.93133598]
[-11362.44622002],[-52566.19837248],[ 22673.7084353]
[-44978.68551331],[ 92147.80976843],[ 19478.45116033]
[-12272.70205875],[-70895.84259438],[ 57219.1095039]
[ 99626.28893796],[ 35024.9723902],[-43434.46296868]
[ 22369.82379899],[-96113.44066193],[ 53619.03446685]
[-31774.78707828],[ 8361.51772082],[ 39715.95403328]
[-77897.7597218],[-57630.03890012],[ 16916.01354524]
[-55585.03935734],[-19348.40551814],[-21108.05001513]
[ 20677.52462834],[ 31285.50240325],[ 16765.49505597]
[-96960.86953622],[ 40264.61556685],[-64992.37268985]
[-75799.8384153],[-39030.23810197],[-23503.96370159]
[-35775.03447095],[-80990.87480574],[-20783.01180369]
[ 12148.38676517],[-2302.37562312],[-43119.62823164]
[ 71385.28535497],[ 83690.96492495],[-93464.62986507]
[-69223.88096144],[ 90071.12085575],[-97440.77391796]
[-83785.99470058],[-47341.74555339],[ 15845.73928946]
[-700.07660238],[-37048.16664656],[ 54417.50454503]
[-32558.07079447],[ 44752.44689786],[ 87821.22668466]
[ 53229.5738644],[-94269.54499509],[-28570.54377743]
[-90851.27706381],[ 99815.15539197],[ 1163.09180693]
[-36469.35304788],[ 1962.21938463],[ 51772.57346027]
[ 54840.26408532],[ 43367.93077289],[ 34606.73169347]
[ 82768.79420778],[-60726.37349043],[ 50222.46595668]
[ 85254.28145269],[-57554.01324119],[ 6157.88203126]
[-46740.75400831],[-30940.98125213],[-36617.80528281]
[-73711.826908],[ 85236.11924389],[-2633.49111528]
[-90386.22289867],[ 12420.38122085],[ 79552.79422562]
[ 8942.83223154],[ 6826.78968958],[-34055.22963335]
[-91057.55306989],[-99143.97432462],[-21590.71553085]
[ 80850.56607698],[ 8267.04518693],[-74656.03712538]
[-47307.32208139],[ 5854.47259539],[-93641.00093291]
[ 49103.12315645],[ 61014.22197082],[ 33291.22928728]
[-36070.94926286],[-38056.31892246],[-28282.71450346]
[-43965.70158214],[-88219.40308446],[-906.61789539]
[ 28224.48037979],[-23511.66331689],[ 9054.58134601]
[-47092.86832646],[ 57539.18162044],[-77903.06556865]
[ 69586.79563219],[ 81831.54504978],[-78755.29874988]
[ 21552.39807159],[ 33195.06470566],[ 14239.05951451]
[ 70953.54553913],[ 68011.06784935],[-53488.35784208]
[-77492.94340143],[ 71899.37733397],[-7790.27144958]
[ 90364.00573073],[ 62411.51605914],[-82423.74868167]
[ 81381.7451876],[ 18090.94680803],[ 86869.09690831]
[ 13209.13413401],[-81231.71986188],[ 45315.76426513]
[ 87848.64885073],[-9692.9555119],[ 11267.2430137]
[ 2943.50573031],[-732.18340089],[-23932.23580632]
[-83279.16638454],[-42844.68419536],[-37584.29932503]
[ 71889.06157239],[-64248.62464745],[ 18336.67120836]
[ 3919.47246976],[ 63879.76310994],[-85409.19758648]
[-89477.90776429],[ 39418.14361318],[ 56222.1805795]
[-41997.3327629],[ 74465.45918726],[-11377.96242119]
[ 37548.29620869],[-17304.19649595],[ 97159.77551434]
[ 40342.57818632],[-35185.79528924],[-29207.4395948]
[-99828.39280836],[ 95220.84780107],[-72006.92045585]
[ 45612.51837917],[-10692.02536547],[ 3145.40129366]
[ 46133.90894396],[-97739.96822546],[ 92276.51289341]
[-40145.8456858],[-48934.84156966],[-20655.65850941]
[-70334.18004234],[ 6544.35257519],[-14023.18914788]
[-10046.14746714],[-16005.5365639],[-72789.12693989]
[-26002.21864509],[ 15060.7252111],[ 69156.11583308]
[-25693.67156475],[-32426.11922588],[ 98917.79843118]
[-41046.66756522],[ 72963.01330302],[ 53179.78970936]
[ 86872.65143144],[ 15091.65064762],[-5102.03197344]
[-5254.50897334],[-86401.74574886],[ 83514.73601447]
[ 89059.7314218],[-85067.41695375],[ 2958.29034894]
[ 58253.40145966],[ 63248.05554705],[ 49933.16127038]
[ 62943.70168427],[ 91344.77179705],[ 16725.75882337]
[ 50881.87182431],[ 35599.81897583],[-55953.39813276]
[ 8940.91722456],[ 40594.08159652],[-48174.49020024]
[ 43335.18420687],[ 55469.3336361],[-4058.031834]
[ 3621.08442323],[-60036.67513849],[-81573.61111446]
[ 40604.89324268],[ 27765.95544653],[ 91979.91403072]
[ 69403.90368322],[ 3267.80187083],[-57763.33526605]
[ 74000.09685988],[ 49877.39260106],[ 27685.35810337]
[ 17542.90025309],[-45562.33722661],[-61109.83097694]
[-74976.6766363],[-23987.34303686],[-12314.19534131]
[ 72011.22886532],[ 92404.29783088],[ 47410.19174104]
[ 9056.03812751],[-1205.28048165],[-68067.97897348]
[-75661.38054091],[-95974.56203993],[-19406.57830959]
[ 91941.14311683],[-12454.39154778],[ 75258.62159734]
[ 79377.34920458],[ 13537.02614691],[-33809.81382458]
[ 14767.66399753],[ 76167.182225],[-5086.08634023]
[-71933.67311444],[-99457.41754171],[-11432.40544649]
[ 71967.42358752],[ 62347.51543384],[-2689.19165796]
[ 26365.99097065],[-13988.30692416],[-98287.9475776]
[-45261.3223021],[ 94132.97073116],[-88256.60766148]
[ 71971.43446205],[-17581.9258964],[ 11315.62213654]
[ 88579.12344335],[-67967.65406368],[-39521.40281811]
[ 78987.2992569],[ 29478.46633725],[ 60259.84039567]
[ 37133.11761269],[ 79675.7285857],[-56757.34928795]
[ 52752.20501417],[ 92834.04116016],[-23826.1917708]
[-46381.87393362],[-42574.90565938],[ 5780.05648503]
[ 11972.16395131],[-81226.36415693],[-10058.26967264]
[ 43411.86033136],[ 2032.88815987],[-79056.35101713]
[ 2701.01751218],[ 49088.60113365],[ 46018.34100406]
[ 27580.93575033],[ 81458.52365899],[-1252.88542222]
[ 61996.85053376],[-98801.61728431],[-73903.54639075]
[ 51051.01605289],[ 91364.68664836],[-50654.69647369]
[-46630.33517737],[-39273.53028142],[-70613.65239833]
[-20214.92675093],[ 13267.32531752],[-60677.74503209]
[-58673.68560982],[ 52307.92748473],[ 13619.19311661]
[-2769.32208515],[-74953.08137966],[-38250.36408485]
[ 63036.78026947],[-20945.99615832],[ 4381.5606267]
[ 74215.88974631],[ 57778.64104751],[ 85051.50071527]
[-89810.37568328],[-8902.26989448],[-67490.2374414]
[ 98953.98553689],[ 26923.34914323],[-79508.38843586]
[-62780.3954792],[-1913.25612413],[-8988.72323382]
[-29040.16000735],[ 70713.83357813],[-92748.87002826]
[-24017.25540401],[-58086.10842639],[ 85245.69787007]
[ 52668.84765349],[-65152.32936672],[-40290.08795417]
[ 52994.67415793],[ 38793.63215342],[ 82902.46814185]
[-68071.20860821],[ 77161.61887739],[-99430.18963299]
[-43461.72266773],[ 48417.35178556],[-71406.01611971]
[-69123.65196537],[-18284.38411309],[-6335.08040416]
[-3946.27204418],[ 64020.61592845],[ 1807.22195574]
[-94676.66596546],[ 45754.13170448],[ 54752.754597]
[-12231.25719512],[-15821.98426541],[ 70000.30789479]
[ 40602.39393112],[ 22812.24570409],[ 66560.17899578]
[ 54648.08214726],[-70131.18378623],[-84917.87637519]
[ 83059.53447885],[ 78569.45727813],[-6736.1433983]
[ 45804.58154931],[-2692.24716833],[ 29529.79211748]
[-58321.13027412],[-86594.13790755],[-94617.98872803]
[-38813.96707667],[-36992.82953961],[-91511.96954932]
[ 77692.19476535],[-89148.00975036],[ 9470.12294049]
[-90899.7075191],[ 24466.35807335],[ 64044.55446127]
[ 80117.05059386],[-61416.85406545],[ 21935.04083738]
[-6288.75159999],[-35436.71064321],[ 26932.82002249]
[ 451.83696293],[ 67606.25457453],[ 6065.88741639]
[-75247.58596168],[-7928.68742312],[ 40430.34620041]
[-82218.12219953],[-53157.67914974],[-42795.66943283]
[ 44839.97312808],[ 70791.85778982],[-91043.93010129]
[-46347.19588052],[-95633.20428334],[-81719.85792305]
[-98985.42373879],[ 99498.19732048],[-87720.39495861]
[-38085.54608993],[ 86487.35742042],[ 92051.53658042]
[-5353.50423353],[ 91712.00768214],[-28265.2495769]
[ 44848.46022842],[-29541.482556],[ 84331.48893713]
[ 66960.21167169],[-45734.94759677],[ 91897.13579848]
[-3798.36649574],[ 575.91741135],[ 50094.30026003]
[ 52405.37031321],[ 71061.42724221],[-49997.25753509]
[-68180.28274982],[-58083.89692247],[-68129.23335281]
[-63280.33630291],[-29625.50112484],[ 79764.54806549]
[-82822.24384121],[-66013.09395563],[-18007.72050352]
[-83135.06687738],[ 13279.96404523],[ 49633.45574713]
[-35788.51477621],[ 86393.64006489],[ 15612.25897224]
[ 45231.37380011],[ 69075.57339247],[-51446.32768298]
[-17472.2313058],[ 61063.82520542],[-93778.34482251]
[-18513.2662663],[ 16079.34225141],[-69158.15536435]
[ 34091.44271847],[-46371.35077057],[-45045.81303698]
[ 18565.09449958],[-84507.84031152],[ 68281.60575752]
[-18783.4072497],[-96872.84589477],[ 24097.30299372]
[-2005.2220048],[-20079.47110675],[-3334.22678622]
[-6224.75290395],[ 844.20310984],[ 83522.98884069]
[-19356.05561186],[ 43410.28761398],[-55426.88726091]
[ 20840.75027541],[ 27587.1598471],[-56118.280247]
[-25345.12615812],[ 72611.90212962],[-39605.48252635]
[-49213.69724087],[ 50064.85693649],[ 95199.66336344]
[ 9001.99516611],[ 17288.95148583],[ 9805.93580595]
[ 69882.73630072],[ 82395.52155146],[-47739.6451988]
[-23548.80932072],[-7468.88130488],[ 94302.12585684]
[-12206.85328112],[ 95138.28663848],[ 59316.15340823]
[-5874.53546247],[ 15243.77565424],[-29165.15371466]
[ 95861.19860328],[-54413.99954331],[ 23917.60561474]
[-86021.40065019],[ 66667.45146427],[-70529.77869126]
[ 52619.05600259],[-45762.26609492],[ 81008.74952823]
[-23399.05481893],[ 62829.43128989],[ 96802.9035998]
[-5933.71326493],[ 79491.99403852],[ 43685.90949463]
[ 47539.77962426],[ 3849.16377228],[ 27935.36570711]
[-9982.77467191],[-98888.12133378],[ 6439.98750302]
[-95656.18345247],[-42324.17440521],[ 57725.2789438]
[-97584.90903633],[-889.12645562],[-67936.88256161]
[-72859.78586952],[-91519.66646666],[ 54438.8283037]
[-60568.48396605],[-3887.15577226],[-62419.67159065]
[-56619.7253397],[-9857.96219681],[-22653.47997106]
[-16107.16689901],[ 16532.10445762],[-42801.98602537]
[-60221.08464442],[ 48403.46750207],[-81601.62144933]
[ 29290.45666772],[-31350.16974345],[-2164.73746889]
[-85927.95135721],[-60007.08538612],[ 16179.44718299]
[-5327.04622529],[-2073.15088279],[ 70400.80638537]
[ 45450.26171058],[-99421.01579438],[-69614.44778787]
[ 82151.18988324],[ 35876.12640397],[-54445.32323818]
[ 16501.67518366],[ 27251.41373004],[ 941.11324953]
[-74683.60461417],[ 23840.29432332],[ 93500.0341685]
[ 31063.13425925],[ 30330.29405297],[-11781.03604262]
[ 71987.17463993],[-40065.93249867],[ 91236.47302293]
[-1068.202648],[-23862.58640001],[ 22682.15697368]
[ 71129.29086712],[-45364.3432801],[-81275.01203563]
[-76211.82619325],[ 97120.80113538],[ 32357.86032844]
[ 78002.40411796],[-74120.15999347],[ 7706.79480339]
[-36845.87589883],[ 87168.93077489],[ 2052.29611076]
[-84465.87487609],[-70715.81463109],[-41547.71825608]
[ 74182.31301244],[ 82090.65473556],[-75061.92136688]
[ 30935.68062235],[ 17182.72857333],[-56568.74661149]
[-37883.59235759],[ 17262.47984916],[ 28048.76418648]
[-70262.19367719],[-27252.28042916],[ 7741.63019301]
[ 50983.67138846],[-2788.58052375],[ 81530.61148595]
[ 58926.68221431],[-59704.96113964],[-9766.63901127]
[ 13149.2441323],[-78537.98350606],[-50548.99450516]
[-53471.98452723],[ 2341.74532296],[ 37801.38801231]
[ 64955.45045526],[ 31533.80451619],[-11774.49400337]
[ 59343.47715223],[ 4756.53178519],[-5022.92163949]
[ 10913.7360968],[ 95338.20296488],[-24945.81540331]
[ 82827.51532486],[ 24289.92160596],[-33068.63586932]
[-76624.32911358],[ 10374.71069974],[-61348.77586035]
[ 14352.43583985],[ 1244.72154156],[-5320.99501018]
[-40389.12167348],[ 47075.6524106],[ 87702.91805463]
[-46842.79352858],[-19304.07584262],[ 64326.54339762]
[-71387.35240198],[-48199.5295641],[ 84126.12754891]
[-32511.05440233],[ 65768.09524011],[-23234.86298036]
[ 51181.28764175],[ 39830.81264779],[-71732.15086344]
[ 60739.61546509],[ 58417.08058363],[ 36087.97900267]
[-74138.27414303],[-20981.61800024],[-8015.53093371]
[-90441.60655561],[-2051.52365051],[ 5230.04738417]
[-59526.38578336],[ 34.23191858],[ 38838.88934958]
[-36626.18748682],[ 58514.04351047],[ 66428.49651469]
[-29285.79742533],[ 59707.94102741],[-64538.18440294]
[ 90328.73670744],[-8584.63122865],[-48709.66506655]
[ 82096.06942539],[-45289.74383403],[-80646.77101775]
[-74994.44566349],[-66720.88886171],[ 9439.92723477]
[-95756.45349226],[ 21832.11804107],[ 80199.54867816]
[ 57883.80771511],[ 1441.35486429],[ 8889.71157495]
[ 31746.01544025],[-69856.14105986],[-26019.88668152]
[-58989.99409885],[ 74355.96722098],[-99809.9573151]
[-49533.67951765],[-55814.21051146],[-87525.33371773]
